Year,FAMILY INTERVIEW (ID) NUMBER,AMOUNT CREDIT/STORE CARD DEBT,AMT INVESTED IN STOCKS ,TOTAL FAMILY INCOM, COMPLETED ED
2021,7142,0,0,100075,16
2021,2580,0,0,16800,17
2021,2080,0,0,37200,15
2021,NA,NA,NA,NA,NA
2021,7303,0,0,29400,16
2021,7431,0,0,50000,17
2021,3389,15000,0,54240,16
2021,4120,0,0,79200,16
2021,6130,3500,0,39000,17
2021,2394,0,0,235000,16
2021,NA,NA,NA,NA,NA
2021,6909,4000,0,94500,17
2021,4208,0,0,118288,13
2021,6926,3000,0,24341,10
2021,8058,0,0,70000,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6675,4000,0,81080,14
2021,3463,0,0,95927,16
2021,5097,0,0,31807,14
2021,5051,0,0,54440,13
2021,5539,5000,0,175000,17
2021,NA,NA,NA,NA,NA
2021,3858,0,0,5000,13
2021,6346,9999999,0,100000,13
2021,7439,15000,0,116838,17
2021,8841,0,0,19200,13
2021,5281,1000,0,14300,15
2021,7291,300,0,30000,13
2021,2611,7000,0,218220,14
2021,6456,0,0,84400,16
2021,NA,NA,NA,NA,NA
2021,6335,0,0,24810,6
2021,NA,NA,NA,NA,NA
2021,7587,0,0,0,12
2021,NA,NA,NA,NA,NA
2021,6983,5000,0,47038,11
2021,5257,0,0,8500,15
2021,NA,NA,NA,NA,NA
2021,7680,0,0,114150,13
2021,107,15000,0,76736,17
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6726,0,0,19740,9
2021,3244,1500,0,26580,17
2021,2709,0,0,0,10
2021,2704,0,0,29675,14
2021,3413,10000,0,73265,13
2021,7795,0,0,75915,16
2021,9073,0,0,75800,10
2021,NA,NA,NA,NA,NA
2021,3727,0,0,55000,14
2021,3767,0,0,14498,12
2021,7740,0,0,25000,16
2021,9129,0,0,102000,12
2021,NA,NA,NA,NA,NA
2021,7053,0,0,19004,13
2021,2280,0,0,58500,14
2021,6124,0,0,25088,14
2021,NA,NA,NA,NA,NA
2021,3085,0,0,113550,13
2021,NA,NA,NA,NA,NA
2021,9168,0,0,65000,12
2021,NA,NA,NA,NA,NA
2021,7149,0,0,47000,12
2021,3989,8000,0,53700,11
2021,7949,0,0,15076,13
2021,3310,4000,0,85000,16
2021,NA,NA,NA,NA,NA
2021,5885,0,0,75156,13
2021,NA,NA,NA,NA,NA
2021,2346,0,0,6264,11
2021,5374,0,0,15000,12
2021,NA,NA,NA,NA,NA
2021,4526,0,0,8640,10
2021,3157,0,0,19000,16
2021,8696,0,0,38000,12
2021,7062,0,0,38916,13
2021,3459,0,0,100000,13
2021,6415,0,0,40000,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,4527,0,0,24262,13
2021,3290,0,0,62000,16
2021,4832,0,0,0,13
2021,4867,0,0,7875,10
2021,NA,NA,NA,NA,NA
2021,7976,6000,0,53600,12
2021,5844,0,0,4832,12
2021,3194,4000,0,161200,14
2021,3601,0,0,9996,12
2021,5046,14000,0,77200,13
2021,7114,0,0,13212,11
2021,7791,0,0,10236,11
2021,3397,0,0,9780,13
2021,5615,0,0,46600,12
2021,NA,NA,NA,NA,NA
2021,7425,0,0,41167,12
2021,4349,0,0,39000,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,4651,0,0,82400,12
2021,2793,0,0,39154,13
2021,8565,1000,0,22250,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7017,0,0,122470,15
2021,NA,NA,NA,NA,NA
2021,1617,1000,0,82010,17
2021,1470,0,0,17424,13
2021,1893,0,0,11000,14
2021,1384,10000,0,98600,13
2021,5358,0,0,38760,13
2021,7646,0,0,68401,12
2021,3990,3000,0,133688,14
2021,2366,0,0,12438,12
2021,8446,3000,0,14250,16
2021,4326,0,0,170632,15
2021,7022,0,0,12684,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7354,1300,0,13212,15
2021,7407,5000,0,143012,16
2021,5758,2500,0,60570,16
2021,6765,15000,0,59600,13
2021,NA,NA,NA,NA,NA
2021,8865,0,0,2000,12
2021,2924,4300,0,81322,16
2021,4623,0,0,25000,13
2021,5913,0,0,0,12
2021,3639,0,0,37000,16
2021,9230,0,0,92212,12
2021,7540,900,0,22180,12
2021,8101,20000,0,109000,13
2021,1070,0,0,9528,11
2021,751,0,0,18600,10
2021,694,0,0,1478,12
2021,51,0,0,17000,11
2021,130,0,0,25300,11
2021,919,0,0,0,11
2021,2258,0,0,60628,11
2021,4602,0,0,38350,14
2021,4541,0,0,20800,14
2021,8752,0,0,45000,15
2021,8152,0,0,9488,11
2021,8313,0,0,14114,14
2021,5198,15000,0,152150,17
2021,7864,0,0,86600,10
2021,5088,0,0,28750,11
2021,2124,0,0,69614,12
2021,7013,0,0,62675,12
2021,6525,0,0,50000,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,5004,0,0,17800,99
2021,8482,0,0,41072,12
2021,5008,0,0,24720,12
2021,NA,NA,NA,NA,NA
2021,2222,0,0,25000,12
2021,NA,NA,NA,NA,NA
2021,8397,0,0,15007,12
2021,5577,0,0,17600,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,1952,0,0,11931,12
2021,NA,NA,NA,NA,NA
2021,5871,2300,0,39030,12
2021,2054,0,0,87239,17
2021,2958,0,0,152800,13
2021,7028,0,0,80000,16
2021,8104,0,0,124150,16
2021,7356,0,0,146000,16
2021,NA,NA,NA,NA,NA
2021,1961,0,0,16600,11
2021,1270,0,0,27675,17
2021,NA,NA,NA,NA,NA
2021,1697,0,0,60808,16
2021,8240,0,0,12000,10
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,1078,0,0,59610,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2627,7500,0,146000,13
2021,4619,1400,0,147916,15
2021,3915,0,0,135000,13
2021,4801,0,0,84425,17
2021,7268,0,0,119820,17
2021,6340,0,0,32400,12
2021,9231,0,0,113848,13
2021,NA,NA,NA,NA,NA
2021,8448,0,0,262080,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6095,9999999,0,68821,16
2021,4446,0,0,6860,15
2021,NA,NA,NA,NA,NA
2021,1889,0,0,157000,12
2021,6505,0,0,26356,13
2021,NA,NA,NA,NA,NA
2021,7617,0,0,19272,14
2021,4824,0,0,44160,11
2021,2056,0,0,52000,15
2021,7304,0,0,0,12
2021,5341,0,0,76750,11
2021,2589,0,0,53508,14
2021,8248,0,0,105000,10
2021,2908,0,0,70272,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,8921,0,0,69100,16
2021,NA,NA,NA,NA,NA
2021,6989,0,0,7248,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2568,0,0,23500,14
2021,NA,NA,NA,NA,NA
2021,1317,0,0,98400,99
2021,1225,0,0,45632,13
2021,1866,0,0,35000,12
2021,1313,0,0,50600,16
2021,1578,0,0,149500,12
2021,1286,0,0,38732,16
2021,1539,0,0,62547,17
2021,NA,NA,NA,NA,NA
2021,1740,0,0,66180,12
2021,NA,NA,NA,NA,NA
2021,9038,0,0,-410000,12
2021,4392,0,0,26424,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6276,0,0,33000,12
2021,5488,6000,0,76600,12
2021,2090,0,0,43075,11
2021,5074,0,0,16000,10
2021,6416,0,0,26928,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,4847,10000,0,8756,15
2021,7890,0,0,39020,12
2021,NA,NA,NA,NA,NA
2021,7346,2000,0,66520,12
2021,NA,NA,NA,NA,NA
2021,7701,0,0,10500,11
2021,3155,30000,0,60000,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,9080,0,0,0,13
2021,4948,0,0,82640,14
2021,NA,NA,NA,NA,NA
2021,2612,1000,999999998,180150,16
2021,NA,NA,NA,NA,NA
2021,5063,50000,0,165900,16
2021,2198,0,0,51325,13
2021,5999,0,0,150150,12
2021,4906,17000,500,189005,11
2021,NA,NA,NA,NA,NA
2021,5593,0,0,13242,9
2021,6252,0,0,23556,10
2021,8625,0,0,29000,12
2021,3090,3000,0,35297,8
2021,7478,0,0,48455,10
2021,7800,14000,0,48780,14
2021,NA,NA,NA,NA,NA
2021,2626,0,0,39356,16
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2098,0,0,0,13
2021,3680,1300,0,38000,12
2021,9150,0,0,265020,17
2021,3293,0,0,72692,12
2021,3571,2000,0,155500,16
2021,8607,2000,0,30075,16
2021,6194,0,0,50000,12
2021,7453,0,0,124100,14
2021,NA,NA,NA,NA,NA
2021,3272,0,0,141150,16
2021,NA,NA,NA,NA,NA
2021,7373,0,0,47472,10
2021,5223,0,0,36000,12
2021,4597,0,0,2964,8
2021,6588,1000,0,31000,11
2021,NA,NA,NA,NA,NA
2021,6611,0,0,0,10
2021,7279,0,0,59308,14
2021,6024,3000,0,32000,17
2021,3345,5000,0,46800,13
2021,4705,0,0,5000,14
2021,8334,0,0,19000,12
2021,7968,0,0,18079,11
2021,NA,NA,NA,NA,NA
2021,3284,0,0,15600,99
2021,7832,0,0,56512,11
2021,NA,NA,NA,NA,NA
2021,4882,0,0,58500,11
2021,NA,NA,NA,NA,NA
2021,4961,0,0,13212,12
2021,5980,0,0,27113,12
2021,9069,0,0,75000,12
2021,NA,NA,NA,NA,NA
2021,7134,0,0,7620,12
2021,8176,0,0,30560,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7692,0,0,28400,14
2021,6119,0,0,129080,16
2021,9154,18000,0,93694,99
2021,6225,0,0,0,12
2021,4825,0,0,26238,12
2021,2153,0,0,9600,11
2021,2851,0,0,71075,16
2021,3789,0,0,0,12
2021,7995,0,0,20604,12
2021,6824,0,0,156200,16
2021,NA,NA,NA,NA,NA
2021,4102,0,0,34933,10
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2283,0,0,32200,12
2021,4922,0,0,9726,12
2021,6591,0,0,9528,11
2021,3843,0,0,15000,13
2021,3352,0,0,39000,11
2021,4075,0,0,2300,11
2021,7187,0,0,75560,13
2021,4142,0,0,27000,12
2021,4425,0,0,14244,14
2021,5128,0,0,41200,14
2021,NA,NA,NA,NA,NA
2021,8673,0,0,35000,12
2021,3613,4000,0,81150,14
2021,6536,0,0,30720,12
2021,6560,0,0,25549,12
2021,6111,0,0,36900,14
2021,4133,0,0,12761,13
2021,NA,NA,NA,NA,NA
2021,5139,0,0,74000,12
2021,5451,0,0,47840,16
2021,2219,0,0,16241,13
2021,2476,0,0,115000,10
2021,7288,0,0,28104,14
2021,6275,0,0,107520,13
2021,4784,0,0,13390,13
2021,NA,NA,NA,NA,NA
2021,3003,8000,0,161600,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7849,0,0,13212,12
2021,NA,NA,NA,NA,NA
2021,2875,0,0,99000,17
2021,2091,2500,0,37000,13
2021,3186,2000,0,62375,17
2021,8219,0,0,55000,15
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6240,0,0,23000,16
2021,5755,12000,0,119000,10
2021,7606,0,0,59217,14
2021,6023,0,0,18528,12
2021,7080,25000,0,147710,14
2021,9031,0,0,85200,16
2021,3446,0,0,75000,14
2021,4782,0,0,135000,12
2021,2549,0,0,20800,12
2021,2492,0,0,31000,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,5442,600,0,60961,12
2021,5169,0,0,25009,10
2021,7231,0,0,0,12
2021,6149,0,0,8400,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,3257,0,0,91700,14
2021,2617,0,0,85340,12
2021,8857,0,0,8500,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7091,0,0,21300,11
2021,2383,0,0,19154,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2263,15000,500,21000,14
2021,NA,NA,NA,NA,NA
2021,4769,500,0,42700,14
2021,5147,0,0,30365,12
2021,7300,0,0,29453,12
2021,NA,NA,NA,NA,NA
2021,8440,300,0,54000,99
2021,4192,0,0,9928,12
2021,518,0,0,28513,12
2021,NA,NA,NA,NA,NA
2021,34,0,0,48375,15
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,1127,0,0,121200,12
2021,4727,70,0,57584,12
2021,6054,0,0,36600,12
2021,5098,0,0,65594,13
2021,5674,800,0,60889,14
2021,NA,NA,NA,NA,NA
2021,7126,18000,0,60000,12
2021,1357,2000,0,90400,16
2021,NA,NA,NA,NA,NA
2021,1635,0,0,15600,12
2021,1424,0,0,25575,13
2021,1599,0,0,42260,13
2021,3006,0,0,28680,12
2021,NA,NA,NA,NA,NA
2021,3491,0,0,64215,14
2021,7257,0,0,9752,11
2021,7377,3000,0,25400,14
2021,1393,10000,0,209601,12
2021,1448,1500,0,274950,17
2021,1906,4000,0,128250,14
2021,1597,1600,0,201000,17
2021,4218,0,0,13212,11
2021,6208,0,0,132000,14
2021,8542,0,0,0,15
2021,7916,0,0,121460,17
2021,2668,0,0,2900,12
2021,2168,0,0,11900,7
2021,7057,0,0,16200,12
2021,4080,0,0,36000,12
2021,3242,0,0,20200,10
2021,5912,0,0,0,12
2021,NA,NA,NA,NA,NA
2021,6476,0,0,112600,12
2021,6385,0,0,30000,12
2021,1334,0,0,16005,13
2021,1172,2500,0,110150,15
2021,1340,6000,0,81075,17
2021,1641,0,0,44598,13
2021,7421,1500,0,75000,16
2021,5793,0,0,116000,12
2021,7189,0,0,23000,14
2021,NA,NA,NA,NA,NA
2021,6418,0,0,0,10
2021,2140,0,0,9948,8
2021,NA,NA,NA,NA,NA
2021,8969,0,0,30000,10
2021,NA,NA,NA,NA,NA
2021,3561,0,0,19000,12
2021,4206,0,0,58000,11
2021,5624,0,0,9360,12
2021,3712,0,0,18000,12
2021,NA,NA,NA,NA,NA
2021,3451,0,0,20400,9
2021,NA,NA,NA,NA,NA
2021,6046,0,0,4793,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,4178,0,0,66600,13
2021,6829,0,0,49000,12
2021,7211,0,0,51212,12
2021,NA,NA,NA,NA,NA
2021,5318,100000,0,132880,17
2021,4966,10000,0,101400,17
2021,8288,5000,0,76000,16
2021,2101,0,0,32080,13
2021,8322,10000,0,54000,17
2021,5940,0,0,41319,17
2021,2575,13000,0,82868,12
2021,NA,NA,NA,NA,NA
2021,4806,300,0,153300,14
2021,NA,NA,NA,NA,NA
2021,472,0,0,25500,17
2021,4844,0,0,9768,9
2021,5180,0,0,13212,14
2021,7537,0,0,8240,10
2021,8253,0,0,11988,11
2021,5639,0,0,20604,12
2021,6439,0,0,22400,12
2021,7246,0,0,0,10
2021,6587,0,0,16704,12
2021,NA,NA,NA,NA,NA
2021,6809,0,0,53775,13
2021,7004,0,0,94000,12
2021,9097,15000,400,135020,16
2021,6719,0,0,10800,14
2021,6956,0,0,26000,12
2021,NA,NA,NA,NA,NA
2021,8939,0,0,60000,12
2021,NA,NA,NA,NA,NA
2021,6581,0,0,-20000,13
2021,4089,10000,0,95275,12
2021,6589,0,0,68000,14
2021,6788,0,0,27000,12
2021,2451,0,0,49800,14
2021,NA,NA,NA,NA,NA
2021,3096,0,0,94202,15
2021,8308,0,0,107000,16
2021,NA,NA,NA,NA,NA
2021,872,4000,0,61934,17
2021,734,0,0,93600,99
2021,5157,0,0,9276,8
2021,NA,NA,NA,NA,NA
2021,5915,0,0,1700,13
2021,5375,0,0,2000,10
2021,5680,0,0,0,14
2021,NA,NA,NA,NA,NA
2021,3172,0,0,80000,17
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2062,0,0,178008,12
2021,NA,NA,NA,NA,NA
2021,8759,0,0,35600,11
2021,2817,0,0,80798,15
2021,9158,7000,0,161000,17
2021,1781,0,0,21600,14
2021,NA,NA,NA,NA,NA
2021,1590,0,0,31687,10
2021,1779,475,0,118960,12
2021,NA,NA,NA,NA,NA
2021,396,400,0,14400,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,372,15000,0,216900,16
2021,NA,NA,NA,NA,NA
2021,3124,0,0,60048,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,5340,8400,0,82322,14
2021,NA,NA,NA,NA,NA
2021,2734,0,0,182600,12
2021,3440,0,0,30000,11
2021,3185,12000,0,89100,16
2021,5734,0,0,100150,13
2021,NA,NA,NA,NA,NA
2021,7489,0,0,39208,10
2021,4067,400,0,11328,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,424,0,0,9600,10
2021,NA,NA,NA,NA,NA
2021,787,0,0,38080,11
2021,604,0,0,180,12
2021,697,0,0,74600,12
2021,6693,0,0,20400,12
2021,NA,NA,NA,NA,NA
2021,6592,0,0,9500,12
2021,8019,0,0,0,9
2021,4209,0,0,36000,12
2021,4094,0,0,45000,11
2021,4440,0,0,51662,14
2021,3882,0,0,30075,14
2021,3811,0,0,1334,12
2021,6634,0,0,50000,16
2021,6562,0,0,80101,15
2021,1628,0,0,28000,13
2021,1202,0,0,0,12
2021,1429,0,0,12000,13
2021,2122,0,0,68425,16
2021,NA,NA,NA,NA,NA
2021,3424,15000,0,266353,17
2021,7838,1000,0,40200,17
2021,NA,NA,NA,NA,NA
2021,6478,60000,0,196350,12
2021,4002,0,0,22812,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,8415,0,0,28200,15
2021,NA,NA,NA,NA,NA
2021,3525,2000,0,51400,12
2021,2463,0,0,26200,15
2021,7787,6000,0,72578,16
2021,NA,NA,NA,NA,NA
2021,8844,0,0,58500,13
2021,3833,0,0,28600,16
2021,8616,0,0,26900,12
2021,6490,0,0,56175,16
2021,5309,0,0,56008,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6153,0,0,4000,9
2021,NA,NA,NA,NA,NA
2021,6529,0,0,115000,17
2021,4551,3000,0,89200,16
2021,NA,NA,NA,NA,NA
2021,3283,9999999,0,47104,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,3289,25000,0,33772,12
2021,3964,0,0,79162,14
2021,3213,0,0,34264,17
2021,3794,0,0,62100,14
2021,5400,0,0,26212,13
2021,NA,NA,NA,NA,NA
2021,6009,0,0,1800,15
2021,NA,NA,NA,NA,NA
2021,7289,10000,0,56400,17
2021,4741,0,0,72500,13
2021,6118,0,0,88063,12
2021,6686,0,0,96040,12
2021,1288,3200,150,186226,17
2021,1537,0,0,150000,12
2021,1865,0,0,120000,14
2021,75,5000,0,24096,9
2021,NA,NA,NA,NA,NA
2021,985,5400,0,3132,17
2021,497,0,0,137000,16
2021,4732,0,0,43075,12
2021,9232,0,0,127678,12
2021,NA,NA,NA,NA,NA
2021,6889,0,0,12876,12
2021,8790,0,0,46000,15
2021,NA,NA,NA,NA,NA
2021,7408,0,0,8000,10
2021,6826,0,0,132428,14
2021,5582,0,0,14232,10
2021,5587,0,0,68680,16
2021,4645,0,0,46000,14
2021,4013,0,0,57600,11
2021,6256,0,0,57200,12
2021,NA,NA,NA,NA,NA
2021,5723,0,0,17800,12
2021,4673,0,0,26890,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7273,0,0,500,12
2021,7959,0,0,30000,12
2021,7618,0,0,15000,14
2021,NA,NA,NA,NA,NA
2021,4097,2500,0,97000,16
2021,8913,9000,0,55510,14
2021,7892,0,0,7200,12
2021,NA,NA,NA,NA,NA
2021,8166,0,0,69650,17
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,3937,0,0,204800,12
2021,3642,0,0,13212,6
2021,3291,3000,0,41000,13
2021,5578,2000,0,46500,13
2021,2764,0,0,109825,12
2021,5867,400,0,43500,12
2021,NA,NA,NA,NA,NA
2021,8410,0,0,47000,14
2021,6578,0,0,52800,13
2021,3504,0,0,11700,14
2021,3456,0,0,72100,16
2021,3350,0,0,0,12
2021,9014,800,0,21000,14
2021,7991,0,0,0,11
2021,2730,0,0,83256,12
2021,8786,0,0,90896,12
2021,NA,NA,NA,NA,NA
2021,8603,0,0,68000,11
2021,NA,NA,NA,NA,NA
2021,5627,0,0,28000,8
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2940,0,0,0,99
2021,2852,0,0,80000,14
2021,4713,0,0,36000,10
2021,NA,NA,NA,NA,NA
2021,3800,0,0,51392,12
2021,6297,0,0,19760,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,5014,1000,0,56000,10
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6831,0,0,12600,11
2021,7840,0,0,42847,13
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7508,0,0,35075,14
2021,6239,0,0,90000,8
2021,8724,0,0,26500,15
2021,5620,0,0,24375,12
2021,5601,0,0,18278,15
2021,NA,NA,NA,NA,NA
2021,5199,0,0,10100,13
2021,NA,NA,NA,NA,NA
2021,3505,0,0,40000,14
2021,9098,0,0,75512,11
2021,7544,0,0,86000,12
2021,8427,0,0,93163,16
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,4692,0,0,57150,13
2021,5330,0,0,75,12
2021,7497,0,0,0,11
2021,NA,NA,NA,NA,NA
2021,4712,9999999,0,44776,13
2021,NA,NA,NA,NA,NA
2021,8671,800,0,92117,10
2021,6974,0,0,29204,12
2021,5848,2000,0,19300,12
2021,NA,NA,NA,NA,NA
2021,8050,0,0,26000,14
2021,6911,0,0,130119,16
2021,7256,0,0,35000,13
2021,4701,150,1700,42400,16
2021,NA,NA,NA,NA,NA
2021,2914,9999998,0,11800,12
2021,5719,0,0,131762,13
2021,3902,0,0,82067,16
2021,3419,9999998,0,80200,17
2021,6066,0,0,20000,12
2021,3080,0,0,55600,12
2021,7151,0,0,1896,9
2021,3864,0,0,58727,11
2021,6372,0,0,51200,14
2021,7994,0,0,225000,15
2021,3814,0,0,37000,10
2021,NA,NA,NA,NA,NA
2021,6971,0,0,9480,12
2021,4982,0,0,25175,10
2021,4980,0,0,15675,12
2021,2553,0,0,16028,11
2021,6405,0,0,19112,14
2021,9233,0,0,60000,14
2021,7096,0,0,75075,17
2021,6742,15000,0,168000,17
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,5178,0,0,62150,12
2021,6263,10000,0,70500,17
2021,4892,0,0,120500,17
2021,8678,0,0,32475,14
2021,NA,NA,NA,NA,NA
2021,8957,0,0,0,16
2021,4598,7000,0,26798,16
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2309,0,0,10360,13
2021,8145,0,0,19500,12
2021,6754,0,0,31000,11
2021,8039,0,0,35000,12
2021,5948,300,0,9600,13
2021,NA,NA,NA,NA,NA
2021,5064,0,0,2000,14
2021,8100,0,0,50100,10
2021,9051,0,0,19212,9
2021,5216,0,0,406,10
2021,NA,NA,NA,NA,NA
2021,7094,0,0,17599,11
2021,8120,0,0,17520,14
2021,5050,0,0,43034,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6613,0,0,50000,11
2021,5066,0,0,24576,12
2021,NA,NA,NA,NA,NA
2021,2594,0,0,145010,11
2021,5710,0,0,12000,12
2021,NA,NA,NA,NA,NA
2021,6100,15000,0,28075,17
2021,NA,NA,NA,NA,NA
2021,1724,0,0,9810,11
2021,1213,5000,0,82000,11
2021,2254,0,0,125600,16
2021,3294,0,0,52150,12
2021,5241,5300,0,98925,17
2021,7626,0,0,33515,14
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,9036,0,0,2523,12
2021,2016,10000,0,98900,11
2021,8860,0,5,45020,12
2021,NA,NA,NA,NA,NA
2021,3818,0,0,18500,10
2021,4060,0,0,95200,11
2021,8164,0,0,127779,16
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2349,0,0,16353,12
2021,NA,NA,NA,NA,NA
2021,8030,0,0,25700,14
2021,9237,0,0,0,9
2021,7887,0,0,20000,17
2021,NA,NA,NA,NA,NA
2021,8221,0,0,33220,12
2021,NA,NA,NA,NA,NA
2021,4537,0,0,109000,12
2021,8067,3000,0,42097,13
2021,1246,60000,0,29201,14
2021,1236,0,0,40000,10
2021,1821,0,0,147350,12
2021,1800,0,0,52792,14
2021,NA,NA,NA,NA,NA
2021,3746,0,0,39000,14
2021,8968,0,0,70000,17
2021,NA,NA,NA,NA,NA
2021,5608,0,0,29025,16
2021,6821,0,0,43410,12
2021,6474,13000,0,276866,16
2021,NA,NA,NA,NA,NA
2021,2078,0,0,34000,13
2021,9243,1000,0,96421,17
2021,2487,0,0,40888,13
2021,7409,0,0,10000,15
2021,6207,0,0,41555,13
2021,8868,8000,0,43000,12
2021,NA,NA,NA,NA,NA
2021,4888,0,0,7627,14
2021,7921,7000,0,86840,13
2021,2669,9999998,0,59184,99
2021,NA,NA,NA,NA,NA
2021,2009,0,0,1410,12
2021,6177,0,0,0,14
2021,8580,2000,0,20575,17
2021,8526,0,0,25812,12
2021,2960,0,0,17900,12
2021,NA,NA,NA,NA,NA
2021,7206,450,0,57200,14
2021,NA,NA,NA,NA,NA
2021,6874,0,0,720,11
2021,NA,NA,NA,NA,NA
2021,5231,0,0,14088,12
2021,8936,0,0,20000,14
2021,8604,0,0,32600,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,6895,0,0,78000,12
2021,NA,NA,NA,NA,NA
2021,2511,0,0,27975,6
2021,4111,0,0,71800,13
2021,NA,NA,NA,NA,NA
2021,4444,0,0,10200,11
2021,4919,20000,0,7200,12
2021,9110,0,0,110600,12
2021,4785,0,0,35556,99
2021,4554,0,0,34432,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,2390,0,0,35640,12
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
2021,7298,0,0,53080,11
2021,5693,0,0,48698,11
2021,NA,NA,NA,NA,NA
2021,7734,0,0,0,12
2021,6947,0,0,23790,12
2021,6480,0,0,97292,12
2021,5983,0,0,22800,12
2021,5384,0,0,0,12
2021,7229,0,0,124176,12
2021,4979,0,0,30160,12
2021,NA,NA,NA,NA,NA
2021,5995,0,0,37856,12
2021,1430,20000,0,162600,16
2021,1842,0,0,37216,12
2021,8042,3000,0,43600,12
2021,3954,0,0,25200,11
2021,2903,0,0,21100,11
2021,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA
